=== VitaSuwayomi Perf Log ===
FPS | Frame(ms) | Max(ms) | TexUp | Pending | Sections...
-----------------------------------------------------------
FPS:20 Frame:49.9ms Max:49.9ms TexUp:0 Pend:0 | grid_draw:36.8ms
FPS:20 Frame:49.4ms Max:52.1ms TexUp:0 Pend:0 | grid_draw:36.2ms
FPS:20 Frame:49.4ms Max:50.3ms TexUp:0 Pend:0 | grid_draw:36.2ms
FPS:20 Frame:50.4ms Max:50.4ms TexUp:0 Pend:0 | grid_draw:37.2ms
FPS:20 Frame:49.7ms Max:49.7ms TexUp:0 Pend:0 | grid_draw:36.4ms
FPS:20 Frame:49.5ms Max:49.7ms TexUp:0 Pend:0 | grid_draw:36.3ms
FPS:19 Frame:51.8ms Max:52.4ms TexUp:0 Pend:0 | grid_draw:38.2ms
FPS:20 Frame:50.2ms Max:50.3ms TexUp:0 Pend:0 | grid_draw:36.8ms
FPS:20 Frame:50.2ms Max:50.4ms TexUp:0 Pend:0 | grid_draw:36.7ms
FPS:20 Frame:51.3ms Max:51.5ms TexUp:0 Pend:0 | grid_draw:37.3ms
FPS:19 Frame:52.3ms Max:52.7ms TexUp:0 Pend:0 | grid_draw:38.4ms
FPS:19 Frame:52.5ms Max:52.5ms TexUp:0 Pend:0 | grid_draw:38.6ms
FPS:19 Frame:52.4ms Max:52.4ms TexUp:0 Pend:0 | grid_draw:38.4ms
FPS:19 Frame:51.7ms Max:52.8ms TexUp:0 Pend:0 | grid_draw:38.1ms
